product_id,name,price,category,image_url,stock,exp_date
661,3K Lốc 6 Hũ Thạch Dừa Đường Phèn 180g,40000,department store,https://catalog-assets-asia-southeast1.aeon-vn-prod.e.spresso.com/c3RvcmFnZS5nb29nbGVhcGlzLmNvbQ==/YWVvbnZpZXRuYW0tc3ByZXNzby1wdWJsaWM=/Rk9PRExJTkUgMjAyNQ==/U0VQVEVNQkVS/MTA3MDgzMDkgKDEp.jpg,65,2026-04-10
662,Nabati Bánh Xốp Kem Phô Mai Dâu 50g,7000,department store,https://catalog-assets-asia-southeast1.aeon-vn-prod.e.spresso.com/c3RvcmFnZS5nb29nbGVhcGlzLmNvbQ==/YWVvbnZpZXRuYW0tc3ByZXNzby1wdWJsaWM=/Rk9PRExJTkUgMjAyNQ==/U0VQVEVNQkVS/MTA2ODU5NzY=.jpg,153,2026-02-20
663,Queenam Sô Cô La Tiramisu Phủ Hạnh Nhân - Hạt Điều - Macca 75g,65000,department store,https://catalog-assets-asia-southeast1.aeon-vn-prod.e.spresso.com/c3RvcmFnZS5nb29nbGVhcGlzLmNvbQ==/YWVvbnZpZXRuYW0tc3ByZXNzby1wdWJsaWM=/Rk9PRExJTkUgMjAyNQ==/U0VQVEVNQkVS/MTA1OTQyNTQgKDEp.jpg,142,2026-04-17
664,Queenam Sô Cô La Sữa Chua 75g,65000,department store,https://catalog-assets-asia-southeast1.aeon-vn-prod.e.spresso.com/c3RvcmFnZS5nb29nbGVhcGlzLmNvbQ==/YWVvbnZpZXRuYW0tc3ByZXNzby1wdWJsaWM=/Rk9PRExJTkUgMjAyNQ==/U0VQVEVNQkVS/MTA1OTQyNDcgKDEp.jpg,108,2025-11-10
665,"Queenam Sô Cô La Sầu Riêng Phủ Hạnh Nhân, Hạt Điều 75g",65000,department store,https://catalog-assets-asia-southeast1.aeon-vn-prod.e.spresso.com/c3RvcmFnZS5nb29nbGVhcGlzLmNvbQ==/YWVvbnZpZXRuYW0tc3ByZXNzby1wdWJsaWM=/Rk9PRExJTkUgMjAyNQ==/U0VQVEVNQkVS/MTA1OTQyMzAgKDEp.jpg,186,2026-01-21
666,Queenam Sô Cô La Đen Hạnh Nhân - Hạt Điều - Macca Caramel 75g,65000,department store,https://catalog-assets-asia-southeast1.aeon-vn-prod.e.spresso.com/c3RvcmFnZS5nb29nbGVhcGlzLmNvbQ==/YWVvbnZpZXRuYW0tc3ByZXNzby1wdWJsaWM=/Rk9PRExJTkUgMjAyNQ==/U0VQVEVNQkVS/MTA1OTQyMjMgKDEp.jpg,192,2026-02-11
667,Tường An Nước Mắm Ngư Phát Nhãn Đỏ 750ml,42000,department store,https://catalog-assets-asia-southeast1.aeon-vn-prod.e.spresso.com/c3RvcmFnZS5nb29nbGVhcGlzLmNvbQ==/YWVvbnZpZXRuYW0tc3ByZXNzby1wdWJsaWM=/Rk9PRExJTkUgMjAyNQ==/U0VQVEVNQkVS/MTA1NTQxODAgKDEp.jpg,175,2026-05-01
668,Delipie Bánh Hương Vani Khay 288g,47000,department store,https://catalog-assets-asia-southeast1.aeon-vn-prod.e.spresso.com/c3RvcmFnZS5nb29nbGVhcGlzLmNvbQ==/YWVvbnZpZXRuYW0tc3ByZXNzby1wdWJsaWM=/Rk9PRExJTkUgMjAyNQ==/U0VQVEVNQkVS/MTA1NDI4MzU=.jpg,180,2026-05-20
669,Headway Kẹo Xoài Bóc Vỏ 270g,50000,department store,https://catalog-assets-asia-southeast1.aeon-vn-prod.e.spresso.com/c3RvcmFnZS5nb29nbGVhcGlzLmNvbQ==/YWVvbnZpZXRuYW0tc3ByZXNzby1wdWJsaWM=/Rk9PRExJTkUgMjAyNQ==/U0VQVEVNQkVS/MTAxNjMwNDcgKDEp.jpg,53,2026-04-15
670,Headway Thạch Lắc Trái Cây Coralpo 760g,60000,department store,https://catalog-assets-asia-southeast1.aeon-vn-prod.e.spresso.com/c3RvcmFnZS5nb29nbGVhcGlzLmNvbQ==/YWVvbnZpZXRuYW0tc3ByZXNzby1wdWJsaWM=/Rk9PRExJTkUgMjAyNQ==/U0VQVEVNQkVS/MTAxNjMwMzAgKDEp.jpg,159,2025-09-19
671,Orion Hộp 12 Cái Bánh Custas Cheese Berry 282g,59000,department store,https://catalog-assets-asia-southeast1.aeon-vn-prod.e.spresso.com/c3RvcmFnZS5nb29nbGVhcGlzLmNvbQ==/YWVvbnZpZXRuYW0tc3ByZXNzby1wdWJsaWM=/Rk9PRExJTkUgMjAyNQ==/U0VQVEVNQkVS/MDUxODA5OTggKDEp.jpg,124,2026-04-01
672,Tili Xoài Sấy Dẻo 200g,87000,department store,https://catalog-assets-asia-southeast1.aeon-vn-prod.e.spresso.com/c3RvcmFnZS5nb29nbGVhcGlzLmNvbQ==/YWVvbnZpZXRuYW0tc3ByZXNzby1wdWJsaWM=/Rk9PRExJTkUgMjAyNQ==/U0VQVEVNQkVS/MDQ2ODM4NzIgKDEp.jpg,57,2026-05-11
673,Dân Ôn Hạt Điều Không Muối 100g,57000,department store,https://catalog-assets-asia-southeast1.aeon-vn-prod.e.spresso.com/c3RvcmFnZS5nb29nbGVhcGlzLmNvbQ==/YWVvbnZpZXRuYW0tc3ByZXNzby1wdWJsaWM=/Rk9PRExJTkUgMjAyNQ==/U0VQVEVNQkVS/MDMwNDY2MzAgKDEp.jpg,46,2025-09-22
674,Dân Ôn Hạt Điều Có Muối 100g,57000,department store,https://catalog-assets-asia-southeast1.aeon-vn-prod.e.spresso.com/c3RvcmFnZS5nb29nbGVhcGlzLmNvbQ==/YWVvbnZpZXRuYW0tc3ByZXNzby1wdWJsaWM=/Rk9PRExJTkUgMjAyNQ==/U0VQVEVNQkVS/MDMwNDY2MjMgKDEp.jpg,136,2025-12-05
675,VJK Lốc 3 Hộp Sữa Hạt Cao Cấp VJK 190ml,37000,department store,https://catalog-assets-asia-southeast1.aeon-vn-prod.e.spresso.com/c3RvcmFnZS5nb29nbGVhcGlzLmNvbQ==/YWVvbnZpZXRuYW0tc3ByZXNzby1wdWJsaWM=/Rk9PRExJTkUgMjAyNQ==/U0VQVEVNQkVS/MTA4MTc1NTEgKDEp.jpg,46,2025-12-18
676,Lactel Sữa Tiệt Trùng Nguyên Chất 1L,65000,department store,https://catalog-assets-asia-southeast1.aeon-vn-prod.e.spresso.com/c3RvcmFnZS5nb29nbGVhcGlzLmNvbQ==/YWVvbnZpZXRuYW0tc3ByZXNzby1wdWJsaWM=/Rk9PRExJTkUgMjAyNQ==/U0VQVEVNQkVS/MTA4MTc1NDQgKDEp.jpg,152,2026-03-17
677,Oatside Lốc 3 Hộp Sữa Yến Mạch Vị Socola Lúa Mạch 180ml,35000,department store,https://catalog-assets-asia-southeast1.aeon-vn-prod.e.spresso.com/c3RvcmFnZS5nb29nbGVhcGlzLmNvbQ==/YWVvbnZpZXRuYW0tc3ByZXNzby1wdWJsaWM=/Rk9PRExJTkUgMjAyNQ==/U0VQVEVNQkVS/MTA4MTc1MzcgKDEp.jpg,144,2026-02-06
678,Oatside Lốc 3 Hộp Sữa Yến Mạch Đậm Đà 180ml,35000,department store,https://catalog-assets-asia-southeast1.aeon-vn-prod.e.spresso.com/c3RvcmFnZS5nb29nbGVhcGlzLmNvbQ==/YWVvbnZpZXRuYW0tc3ByZXNzby1wdWJsaWM=/Rk9PRExJTkUgMjAyNQ==/U0VQVEVNQkVS/MTA4MTc1MjAgKDEp.jpg,143,2026-03-17
679,Tea Plus Trà Oolong,17600,department store,https://catalog-assets-asia-southeast1.aeon-vn-prod.e.spresso.com/c3RvcmFnZS5nb29nbGVhcGlzLmNvbQ==/YWVvbnZpZXRuYW0tc3ByZXNzby1wdWJsaWM=/Rk9PRExJTkUgMjAyNQ==/T0NU/RklYIDEtMTA=/MDc3OTg2OTYgKDEp.jpg,76,2026-03-11
680,Vinamilk Sữa Dinh Dưỡng Vinamilk Có Đường Bịch 220ml,7900,department store,https://catalog-assets-asia-southeast1.aeon-vn-prod.e.spresso.com/c3RvcmFnZS5nb29nbGVhcGlzLmNvbQ==/YWVvbnZpZXRuYW0tc3ByZXNzby1wdWJsaWM=/MjAyMw==/U0VQVEVNQkVS/MDEyNTI2MzcgKDEp.jpg,44,2025-12-10
681,Schweppes Nước Giải Khát Soda,6000,department store,https://catalog-assets-asia-southeast1.aeon-vn-prod.e.spresso.com/c3RvcmFnZS5nb29nbGVhcGlzLmNvbQ==/YWVvbnZpZXRuYW0tc3ByZXNzby1wdWJsaWM=/Rk9PRExJTkUgMjAyNQ==/RURMUCBRNA==/MDI4ODM4MjM=.jpg,151,2025-09-13
682,Omachi Thùng 30 Gói Mì Ăn Liền Hương Lẩu Tôm Chua Cay Thái 80g - 01104547,225000,department store,https://catalog-assets-asia-southeast1.aeon-vn-prod.e.spresso.com/c3RvcmFnZS5nb29nbGVhcGlzLmNvbQ==/YWVvbnZpZXRuYW0tc3ByZXNzby1wdWJsaWM=/MjAyNA==/TUFZ/MDYzNTIzNDkgKDEp.jpg,95,2025-10-07
683,Neptune Gạo Thơm Đặc Sản ST25 Đặc Biệt,169000,department store,https://catalog-assets-asia-southeast1.aeon-vn-prod.e.spresso.com/c3RvcmFnZS5nb29nbGVhcGlzLmNvbQ==/YWVvbnZpZXRuYW0tc3ByZXNzby1wdWJsaWM=/Rk9PRExJTkUgMjAyNA==/SlVM/MDk5NDE2MzI=.jpg,133,2026-04-11
684,ACECOOK Mì Hảo Hảo Tôm Chua Cay,4400,department store,https://catalog-assets-asia-southeast1.aeon-vn-prod.e.spresso.com/c3RvcmFnZS5nb29nbGVhcGlzLmNvbQ==/YWVvbnZpZXRuYW0tc3ByZXNzby1wdWJsaWM=/Rk9PRExJTkUgMjAyNA==/TUFZ/MDEwNTYyMjggKDEp.jpg,94,2026-01-02
685,Trung Nguyên Cà Phê Hòa Tan G7 3 In 1,189000,department store,https://catalog-assets-asia-southeast1.aeon-vn-prod.e.spresso.com/c3RvcmFnZS5nb29nbGVhcGlzLmNvbQ==/YWVvbnZpZXRuYW0tc3ByZXNzby1wdWJsaWM=/Rk9PRExJTkUgMjAyNA==/QVBS/MDE0NTQyMzkgKDEp.jpg,48,2026-05-08
686,Fami Thùng 36 Hộp Sữa Đậu Nành Fami Canxi 200ml,155000,department store,https://catalog-assets-asia-southeast1.aeon-vn-prod.e.spresso.com/c3RvcmFnZS5nb29nbGVhcGlzLmNvbQ==/YWVvbnZpZXRuYW0tc3ByZXNzby1wdWJsaWM=/Rk9PRExJTkUgMjAyNA==/TUFZ/MDYzNTUwODEgKDQp.png,70,2026-02-24
687,Pepsi Thùng 24 Nước Giải Khát Chai Pet,150000,department store,https://catalog-assets-asia-southeast1.aeon-vn-prod.e.spresso.com/c3RvcmFnZS5nb29nbGVhcGlzLmNvbQ==/YWVvbnZpZXRuYW0tc3ByZXNzby1wdWJsaWM=/Rk9PRExJTkUgMjAyNA==/QVBS/MDYzNTQ1NTg=.jpg,95,2025-10-21
688,Vinamilk Sữa Đặc Vinamilk Ngôi Sao Phương Nam Xanh Lá Hộp 1284g,66000,department store,https://catalog-assets-asia-southeast1.aeon-vn-prod.e.spresso.com/c3RvcmFnZS5nb29nbGVhcGlzLmNvbQ==/YWVvbnZpZXRuYW0tc3ByZXNzby1wdWJsaWM=/Rk9PRCZLSUQ=/Q-G6qE0gVEjGrw==/Rk9PRCZLSURfVEjGryAoMyk=/MDEyODgxNTUgKDEp.jpg,51,2026-04-28
689,Dalatmilk Sữa Tiệt Trùng Dalatmilk Vị Tự Nhiên Bịch 220ml,7500,department store,https://catalog-assets-asia-southeast1.aeon-vn-prod.e.spresso.com/c3RvcmFnZS5nb29nbGVhcGlzLmNvbQ==/YWVvbnZpZXRuYW0tc3ByZXNzby1wdWJsaWM=/Rk9PRCZLSUQ=/Rk9PRCZLSURfSEnhu4BO/MDcwMTc3NTkgKDIp.jpg,132,2026-04-19
690,Dasani Nước Tinh Khiết 350ml,3500,department store,https://catalog-assets-asia-southeast1.aeon-vn-prod.e.spresso.com/c3RvcmFnZS5nb29nbGVhcGlzLmNvbQ==/YWVvbnZpZXRuYW0tc3ByZXNzby1wdWJsaWM=/Rk9PRExJTkUgMjAyNQ==/RURMUCBRNA==/MDExODk4OTY=.jpg,133,2025-12-18
691,Ocany Nước I-on Kiềm 600ml,4500,department store,https://catalog-assets-asia-southeast1.aeon-vn-prod.e.spresso.com/c3RvcmFnZS5nb29nbGVhcGlzLmNvbQ==/YWVvbnZpZXRuYW0tc3ByZXNzby1wdWJsaWM=/MjAyNA==/SkFOVUFSWQ==/MDk2NTYwOTMgKDEp.png,46,2026-05-22
692,Nescafé Cà Phê Rang Xay Hòa Tan Vị Nguyên Bản,70000,department store,https://catalog-assets-asia-southeast1.aeon-vn-prod.e.spresso.com/c3RvcmFnZS5nb29nbGVhcGlzLmNvbQ==/YWVvbnZpZXRuYW0tc3ByZXNzby1wdWJsaWM=/Rk9PRExJTkUgMjAyNA==/SlVO/MDExNTAyMTY=.jpg,99,2025-10-09
693,WonderFarm Trà Bí Đao 280ml,6800,department store,https://catalog-assets-asia-southeast1.aeon-vn-prod.e.spresso.com/c3RvcmFnZS5nb29nbGVhcGlzLmNvbQ==/YWVvbnZpZXRuYW0tc3ByZXNzby1wdWJsaWM=/Rk9PRCZLSUQ=/Q-G6qE0gVEjGrw==/Rk9PRCZLSURfVEjGryAoNyk=/MDI3Mjc3MDcgKDIp.jpg,185,2026-03-09
694,ACECOOK Mì Ly Modern Lẩu Thái Tôm,8800,department store,https://catalog-assets-asia-southeast1.aeon-vn-prod.e.spresso.com/c3RvcmFnZS5nb29nbGVhcGlzLmNvbQ==/YWVvbnZpZXRuYW0tc3ByZXNzby1wdWJsaWM=/Rk9PRExJTkUgMjAyNQ==/TUFSQ0g=/MDEwNjI1OTUgKDEp.jpg,99,2025-12-18
695,Dalatmilk Lốc 4 Hộp Sữa Tiệt Trùng Dalatmilk Có Đường 180ml,32000,department store,https://catalog-assets-asia-southeast1.aeon-vn-prod.e.spresso.com/c3RvcmFnZS5nb29nbGVhcGlzLmNvbQ==/YWVvbnZpZXRuYW0tc3ByZXNzby1wdWJsaWM=/Rk9PRCZLSUQ=/Rk9PRCZLSURfSEnhu4BO/MDcwMTc3MDQgKDIp.jpg,83,2026-03-09
696,Vinamilk Lốc 4 Hộp Sữa Tươi Tiệt Trùng Nguyên Chất A2 Green Farm Vinamilk 180ml,54000,department store,https://catalog-assets-asia-southeast1.aeon-vn-prod.e.spresso.com/c3RvcmFnZS5nb29nbGVhcGlzLmNvbQ==/YWVvbnZpZXRuYW0tc3ByZXNzby1wdWJsaWM=/Rk9PRExJTkUgMjAyNQ==/SlVO/MTA2MzQ1NjEgKDEp.jpg,87,2026-06-04
697,Vinamilk Lốc 4 Hộp Sữa Tươi Tiệt Trùng Ít Đường Vinamilk 110ml,21000,department store,https://catalog-assets-asia-southeast1.aeon-vn-prod.e.spresso.com/c3RvcmFnZS5nb29nbGVhcGlzLmNvbQ==/YWVvbnZpZXRuYW0tc3ByZXNzby1wdWJsaWM=/MjAyMw==/U0VQVEVNQkVS/MDQ4ODYxODEgKDIp.jpg,55,2026-01-19
698,TOPVALU Trà Xanh Hữu Cơ Với Gyokuro 1L,45000,department store,https://catalog-assets-asia-southeast1.aeon-vn-prod.e.spresso.com/c3RvcmFnZS5nb29nbGVhcGlzLmNvbQ==/YWVvbnZpZXRuYW0tc3ByZXNzby1wdWJsaWM=/Rk9PRExJTkUgMjAyNQ==/QVVHVVNU/MTA3MDc3OTEgKDEp.jpg,97,2025-12-28
699,Hương Việt Nước Tương Thanh Vị,6800,department store,https://catalog-assets-asia-southeast1.aeon-vn-prod.e.spresso.com/c3RvcmFnZS5nb29nbGVhcGlzLmNvbQ==/YWVvbnZpZXRuYW0tc3ByZXNzby1wdWJsaWM=/Rk9PRExJTkUgMjAyNA==/QVBS/MDEyMzMzNzcgKDEp.png,164,2026-01-13
700,Meizan Gạo Nàng Thơm,99000,department store,https://catalog-assets-asia-southeast1.aeon-vn-prod.e.spresso.com/c3RvcmFnZS5nb29nbGVhcGlzLmNvbQ==/YWVvbnZpZXRuYW0tc3ByZXNzby1wdWJsaWM=/Rk9PRExJTkUgMjAyNA==/SlVM/MDYxOTQyOTE=.jpg,107,2026-02-12
701,Vinamilk Lốc 4 Hộp Sữa Tươi Tiệt Trùng Nguyên Chất A2 Green Farm Vinamilk 110ml,37000,department store,https://catalog-assets-asia-southeast1.aeon-vn-prod.e.spresso.com/c3RvcmFnZS5nb29nbGVhcGlzLmNvbQ==/YWVvbnZpZXRuYW0tc3ByZXNzby1wdWJsaWM=/Rk9PRExJTkUgMjAyNQ==/SlVO/MTA2MzQ1NzggKDEp.jpg,105,2025-10-02
702,Vikoda Nước Khoáng Kiềm,6800,department store,https://catalog-assets-asia-southeast1.aeon-vn-prod.e.spresso.com/c3RvcmFnZS5nb29nbGVhcGlzLmNvbQ==/YWVvbnZpZXRuYW0tc3ByZXNzby1wdWJsaWM=/Rk9PRExJTkUgMjAyNA==/SlVO/MDk4NDIzMjggKDEp.jpg,168,2026-03-10
703,TH True Juice Nước Táo Đào Tự Nhiên,16000,department store,https://catalog-assets-asia-southeast1.aeon-vn-prod.e.spresso.com/c3RvcmFnZS5nb29nbGVhcGlzLmNvbQ==/YWVvbnZpZXRuYW0tc3ByZXNzby1wdWJsaWM=/Rk9PRCZLSUQ=/Rk9PRCZLSURfSEnhu4BO/MDcwMTc2NzQgKDEp.jpg,150,2026-04-05
704,Highlands Coffees Cà Phê Sữa Đá 235ml,15500,department store,https://catalog-assets-asia-southeast1.aeon-vn-prod.e.spresso.com/c3RvcmFnZS5nb29nbGVhcGlzLmNvbQ==/YWVvbnZpZXRuYW0tc3ByZXNzby1wdWJsaWM=/Rk9PRCZLSUQ=/Rk9PRCZLSURfVEjGrw==/MDExODYzNzY=.jpg,118,2026-05-10
705,ACECOOK Thùng 30 Gói Mì Hảo Hảo Tôm Chua Cay 75g - 01056228,132000,department store,https://catalog-assets-asia-southeast1.aeon-vn-prod.e.spresso.com/c3RvcmFnZS5nb29nbGVhcGlzLmNvbQ==/YWVvbnZpZXRuYW0tc3ByZXNzby1wdWJsaWM=/Rk9PRExJTkUgMjAyNA==/TUFZ/MDYzNTE3OTMgKDEp.jpg,185,2025-09-09
706,S&B Mù Tạt Xanh Wasabi Neri,27000,department store,https://catalog-assets-asia-southeast1.aeon-vn-prod.e.spresso.com/c3RvcmFnZS5nb29nbGVhcGlzLmNvbQ==/YWVvbnZpZXRuYW0tc3ByZXNzby1wdWJsaWM=/Rk9PRCZLSUQ=/SFXhu7JOSCBUSMOUTkc=/Rk9PRCZLSURfVEjDlE5HICgxKQ==/MDEyMzM4MTAgKDEp.jpg,144,2025-10-25
707,Dalatmilk Sữa Tiệt Trùng Dalatmilk Ít Đường Bịch 220ml,7500,department store,https://catalog-assets-asia-southeast1.aeon-vn-prod.e.spresso.com/c3RvcmFnZS5nb29nbGVhcGlzLmNvbQ==/YWVvbnZpZXRuYW0tc3ByZXNzby1wdWJsaWM=/Rk9PRCZLSUQ=/Rk9PRCZLSURfSEnhu4BO/MDcwMTc3NDIgKDIp.jpg,59,2026-01-01
708,Vivant Nước Khoáng Thiên Nhiên,5000,department store,https://catalog-assets-asia-southeast1.aeon-vn-prod.e.spresso.com/c3RvcmFnZS5nb29nbGVhcGlzLmNvbQ==/YWVvbnZpZXRuYW0tc3ByZXNzby1wdWJsaWM=/Rk9PRCZLSUQ=/Rk9PRCZLSURfSEnhu4BO/MDUwODg1MTU=.jpg,182,2025-12-11
709,Meadow Fresh Lốc 3 Hộp Sữa Tươi Nguyên Kem Uht Meadow Fresh 200ml,39000,department store,https://catalog-assets-asia-southeast1.aeon-vn-prod.e.spresso.com/c3RvcmFnZS5nb29nbGVhcGlzLmNvbQ==/YWVvbnZpZXRuYW0tc3ByZXNzby1wdWJsaWM=/Rk9PRCZLSUQ=/Rk9PRCZLSURfTEnDik4=/TGllbg==/Rk9PRCZLSURfTEnDik4=/TGllbg==/MDQwMDAyNTktMQ==.jpeg,117,2025-09-27
710,Fe'sta Bánh Mỳ Hoa Cúc Ngàn Lớp,17000,department store,https://catalog-assets-asia-southeast1.aeon-vn-prod.e.spresso.com/c3RvcmFnZS5nb29nbGVhcGlzLmNvbQ==/YWVvbnZpZXRuYW0tc3ByZXNzby1wdWJsaWM=/MjAyMw==/T0NUT0JFUg==/MDkzOTE0MDYgKDEp.jpg,154,2025-11-30
711,Dalatmilk Lốc 4 Hộp Sữa Tươi Tiệt Trùng Ít Đường Dalat Milk 180ml,32000,department store,https://catalog-assets-asia-southeast1.aeon-vn-prod.e.spresso.com/c3RvcmFnZS5nb29nbGVhcGlzLmNvbQ==/YWVvbnZpZXRuYW0tc3ByZXNzby1wdWJsaWM=/Rk9PRCZLSUQ=/Rk9PRCZLSURfSEnhu4BO/MDcwMTc3MTEgKDEp.jpg,137,2025-10-18
712,Vinamilk Lốc 4 Hộp Sữa Tươi Tiệt Trùng Có Đường Vinamilk 110ml,21000,department store,https://catalog-assets-asia-southeast1.aeon-vn-prod.e.spresso.com/c3RvcmFnZS5nb29nbGVhcGlzLmNvbQ==/YWVvbnZpZXRuYW0tc3ByZXNzby1wdWJsaWM=/MjAyMw==/U0VQVEVNQkVS/MDEyNTI1NjkgKDEp.jpg,71,2026-04-03
713,Schweppes Nước Soda Tonic,7000,department store,https://catalog-assets-asia-southeast1.aeon-vn-prod.e.spresso.com/c3RvcmFnZS5nb29nbGVhcGlzLmNvbQ==/YWVvbnZpZXRuYW0tc3ByZXNzby1wdWJsaWM=/Rk9PRExJTkUgMjAyNQ==/RURMUCBRNA==/MDMxMjMwNjU=.jpg,168,2025-11-25
714,LU Bánh Quy Bơ Veritable Petit Beurre 200g,60800,department store,https://catalog-assets-asia-southeast1.aeon-vn-prod.e.spresso.com/c3RvcmFnZS5nb29nbGVhcGlzLmNvbQ==/YWVvbnZpZXRuYW0tc3ByZXNzby1wdWJsaWM=/MjAyMw==/T0NUT0JFUg==/MDE0NzE2MDE=.jpg,188,2026-02-28
715,Kirin Trà Xanh Nhật Ít Đường,9300,department store,https://catalog-assets-asia-southeast1.aeon-vn-prod.e.spresso.com/c3RvcmFnZS5nb29nbGVhcGlzLmNvbQ==/YWVvbnZpZXRuYW0tc3ByZXNzby1wdWJsaWM=/Rk9PRExJTkUgMjAyNA==/SlVO/MDI3Mjc3MTQgKDEp.jpg,58,2026-05-16
716,Ensure Sữa Ensure Original Nutrition Shake Chai 237ml,43500,department store,https://catalog-assets-asia-southeast1.aeon-vn-prod.e.spresso.com/c3RvcmFnZS5nb29nbGVhcGlzLmNvbQ==/YWVvbnZpZXRuYW0tc3ByZXNzby1wdWJsaWM=/Rk9PRExJTkUgMjAyNA==/SlVO/MDMwNTgzMjkgKDEp.jpg,111,2026-03-02
717,Aquafina Nước Uống Tinh Khiết,28400,department store,https://catalog-assets-asia-southeast1.aeon-vn-prod.e.spresso.com/c3RvcmFnZS5nb29nbGVhcGlzLmNvbQ==/YWVvbnZpZXRuYW0tc3ByZXNzby1wdWJsaWM=/Rk9PRExJTkUgMjAyNA==/TUFS/MDExOTgzNzkgKDEp.jpg,142,2025-09-18
718,TH True Milk Lốc 4 Hộp Sữa Tươi Tiệt Trùng Ít Đường Th True Milk 180ml,40000,department store,https://catalog-assets-asia-southeast1.aeon-vn-prod.e.spresso.com/c3RvcmFnZS5nb29nbGVhcGlzLmNvbQ==/YWVvbnZpZXRuYW0tc3ByZXNzby1wdWJsaWM=/Rk9PRCZLSUQ=/Q-G6qE0gVEjGrw==/Rk9PRCZLSURfVEjGryAoMyk=/MDEyNTI5MTBfMg==.jpeg,96,2026-04-14
719,Dalat Milk Thùng 48 Hộp Sữa Tươi Tiệt Trùng Dalatmilk Có Đường 180ml,370000,department store,https://catalog-assets-asia-southeast1.aeon-vn-prod.e.spresso.com/c3RvcmFnZS5nb29nbGVhcGlzLmNvbQ==/YWVvbnZpZXRuYW0tc3ByZXNzby1wdWJsaWM=/Rk9PRExJTkUgMjAyNA==/TUFZ/MDcwMTc5NTcgKDEp.jpg,68,2025-11-24
720,Oatside Sữa Yến Mạch Oatside Barista Blend Hộp 1L,53000,department store,https://catalog-assets-asia-southeast1.aeon-vn-prod.e.spresso.com/c3RvcmFnZS5nb29nbGVhcGlzLmNvbQ==/YWVvbnZpZXRuYW0tc3ByZXNzby1wdWJsaWM=/Rk9PRExJTkUgMjAyNA==/SlVO/MDkyOTQwOTcgKDEp.jpg,174,2025-12-20
721,Oishi Đậu Phộng Pinattsu Vị Cốt Dừa,9800,department store,https://catalog-assets-asia-southeast1.aeon-vn-prod.e.spresso.com/c3RvcmFnZS5nb29nbGVhcGlzLmNvbQ==/YWVvbnZpZXRuYW0tc3ByZXNzby1wdWJsaWM=/Rk9PRExJTkUgMjAyNA==/T0NU/MDEzMjIxODc=.jpg,140,2026-04-27
722,TOPVALU Trà Xanh Gạo Lứt Organic (Genmaicha) 1L,45000,department store,https://catalog-assets-asia-southeast1.aeon-vn-prod.e.spresso.com/c3RvcmFnZS5nb29nbGVhcGlzLmNvbQ==/YWVvbnZpZXRuYW0tc3ByZXNzby1wdWJsaWM=/Rk9PRExJTkUgMjAyNQ==/QVVHVVNU/MTA3MDc3ODQgKDEp.jpg,178,2025-11-19
723,Neptune Gạo Thơm Thượng Hạng Nhãn Vàng,135000,department store,https://catalog-assets-asia-southeast1.aeon-vn-prod.e.spresso.com/c3RvcmFnZS5nb29nbGVhcGlzLmNvbQ==/YWVvbnZpZXRuYW0tc3ByZXNzby1wdWJsaWM=/Rk9PRExJTkUgMjAyNQ==/RkxBU0ggREVBTA==/MDg2OTY4Nzg=.jpg,82,2025-12-10
724,TOPVALU Trà Xanh Rang Organic (Hojicha) 1L,45000,department store,https://catalog-assets-asia-southeast1.aeon-vn-prod.e.spresso.com/c3RvcmFnZS5nb29nbGVhcGlzLmNvbQ==/YWVvbnZpZXRuYW0tc3ByZXNzby1wdWJsaWM=/Rk9PRExJTkUgMjAyNQ==/QVVHVVNU/MTA3MDc4NDUgKDEp.jpg,41,2026-03-26
725,TH True Milk Sữa Tươi Tiệt Trùng Nguyên Chất Th True Milk Bịch 220ml,9300,department store,https://catalog-assets-asia-southeast1.aeon-vn-prod.e.spresso.com/c3RvcmFnZS5nb29nbGVhcGlzLmNvbQ==/YWVvbnZpZXRuYW0tc3ByZXNzby1wdWJsaWM=/Rk9PRCZLSUQ=/Q-G6qE0gVEjGrw==/Rk9PRCZLSURfVEjGryAoNyk=/MDI5Njk5Nzg=.jpg,131,2025-09-15
726,Ocany Nước I-on Kiềm 350ml,4000,department store,https://catalog-assets-asia-southeast1.aeon-vn-prod.e.spresso.com/c3RvcmFnZS5nb29nbGVhcGlzLmNvbQ==/YWVvbnZpZXRuYW0tc3ByZXNzby1wdWJsaWM=/MjAyNA==/SkFOVUFSWQ==/MDk2NTYwODYgKDEp.png,54,2026-01-22
727,Biên Hòa Đường Pure 1kg,36000,department store,https://catalog-assets-asia-southeast1.aeon-vn-prod.e.spresso.com/c3RvcmFnZS5nb29nbGVhcGlzLmNvbQ==/YWVvbnZpZXRuYW0tc3ByZXNzby1wdWJsaWM=/Rk9PRExJTkUgMjAyNQ==/QVBSSUw=/UkVWQU1QIDI0LjA0/MDEyMzI0MzE=.png,137,2026-01-03
728,Pepsi Nước Không Calo Vị Phúc Bồn Tử,9000,department store,https://catalog-assets-asia-southeast1.aeon-vn-prod.e.spresso.com/c3RvcmFnZS5nb29nbGVhcGlzLmNvbQ==/YWVvbnZpZXRuYW0tc3ByZXNzby1wdWJsaWM=/Rk9PRExJTkUgMjAyNQ==/SlVO/MTA1NDk2ODE=.jpg,98,2026-03-12
